deg,width,T,func,sigma,trace_before,trace_after,trace_delta,top_eig_before,top_eig_after
1,14,40,2,0.0001,3088.835707279674,3487.459245879075,398.62353859940094,3349.810546875,3627.176513671875
1,14,40,2,1e-06,3088.8357024611087,3053.6108435915226,-35.224858869586114,3349.810546875,3311.173828125
1,14,40,2,1e-08,3088.8357217353687,3094.9836125959428,6.14789086057408,3349.810546875,3352.83251953125
1,14,40,3,0.0001,3478.8422668457033,4195.056531159774,716.2142643140705,2868.434814453125,3653.50146484375
1,14,40,3,1e-06,3478.842229003906,3515.4556494140625,36.61342041015632,2868.434814453125,2922.169921875
1,14,40,3,1e-08,3478.8422326660157,3474.1278527832033,-4.714379882812409,2868.434814453125,2864.50537109375
1,14,40,4,0.0001,3057.711478738224,3161.333359329789,103.62188059156506,2666.336669921875,2374.866943359375
1,14,40,4,1e-06,3057.7114913042856,2108.5606122698105,-949.1508790344751,2666.336669921875,2555.84228515625
1,14,40,4,1e-08,3057.7114805333754,3057.425839592429,-0.28564094094645043,2666.336669921875,2666.681884765625
1,20,20,0,0.0001,3958.588027388961,2116.400461930495,-1842.187565458466,2608.621337890625,1523.8515625
1,20,20,0,1e-06,3958.58805903682,3964.281087941137,5.693028904316634,2608.621337890625,2595.406005859375
1,20,20,0,1e-08,3958.588044343171,3964.386872468171,5.798828125,2608.621337890625,2610.609619140625
1,20,20,1,0.0001,4911.706112896954,3540.754821661747,-1370.9512912352075,3691.514404296875,3464.195068359375
1,20,20,1,1e-06,4911.7061219392,4791.551730685764,-120.15439125343619,3691.51416015625,3568.278564453125
1,20,20,1,1e-08,4911.706102724428,4904.070470739294,-7.635631985133841,3691.51416015625,3687.31396484375
1,20,20,2,0.0001,4382.580448545259,3719.7940881117333,-662.7863604335257,3218.43359375,3103.713623046875
1,20,20,2,1e-06,4382.580434864965,4062.7819895189864,-319.79844534597896,3218.43359375,3236.495361328125
1,20,20,2,1e-08,4382.5804653825435,4375.065515978583,-7.5149494039606,3218.43359375,3212.341552734375
1,20,20,3,0.0001,4157.381534048227,4375.548936533373,218.16740248514634,4020.003173828125,3319.666015625
1,20,20,3,1e-06,4157.381537804236,5007.995618547712,850.6140807434758,4020.003173828125,4152.41552734375
1,20,20,3,1e-08,4157.381528414213,4159.389306171124,2.0077777569113096,4020.003173828125,4019.89990234375
1,20,20,4,0.0001,4580.691076890477,3446.970514933268,-1133.7205619572092,3828.084228515625,3169.437255859375
1,20,20,4,1e-06,4580.691099922612,4530.832573656766,-49.858526265846194,3828.08349609375,3770.8427734375
1,20,20,4,1e-08,4580.691082648511,4573.870400482753,-6.820682165757717,3828.08349609375,3823.1376953125
1,20,40,0,0.0001,6089.616970923639,6572.39435450236,482.7773835787211,5539.0576171875,5557.740234375
1,20,40,0,1e-06,6089.616973876953,6267.430780319941,177.8138064429877,5539.05810546875,5334.12255859375
1,20,40,0,1e-08,6089.616967970325,6072.299461118637,-17.31750685168845,5539.05810546875,5516.4033203125
1,20,40,1,0.0001,5366.989174736871,3907.821849822998,-1459.167324913873,4791.9765625,3324.51318359375
1,20,40,1,1e-06,5366.989218817816,5545.701109865879,178.71189104806217,4791.9765625,4994.92919921875
1,20,40,1,1e-08,5366.989168802897,5372.117824978299,5.128656175401375,4791.9765625,4798.5751953125
1,20,40,2,0.0001,3627.53295359892,2621.676085893498,-1005.8568677054218,4080.188232421875,2515.0146484375
1,20,40,2,1e-06,3627.532928466797,3677.0277925379137,49.49486407111681,4080.188232421875,4153.90625
1,20,40,2,1e-08,3627.532967960133,3629.5252775304457,1.9923095703125,4080.188232421875,4082.8837890625
1,20,40,3,0.0001,6180.584871794048,5743.556911315918,-437.0279604781299,5484.57958984375,5112.17138671875
1,20,40,3,1e-06,6180.584900705438,6113.96470481471,-66.6201958907277,5484.57958984375,5388.2685546875
1,20,40,3,1e-08,6180.584873400237,6141.425429494758,-39.15944390547884,5484.57958984375,5441.3017578125
1,20,40,4,0.0001,4813.801511702999,5471.779379549894,657.9778678468947,3368.350830078125,5222.97607421875
1,20,40,4,1e-06,4813.801507765247,4691.5866950539985,-122.21481271124867,3368.350830078125,3354.2451171875
1,20,40,4,1e-08,4813.801493983115,4806.838764805948,-6.962729177166693,3368.350830078125,3363.323974609375
2,1,20,0,0.0001,1628.472291986993,1499.6085205078125,-128.8637714791805,1234.756103515625,1316.5797119140625
2,1,20,0,1e-06,1628.4722892274249,1637.1870456452066,8.7147564177817,1234.756103515625,1239.79931640625
2,1,20,0,1e-08,1628.4722893897524,1629.52002813461,1.0477387448574973,1234.756103515625,1235.310791015625
2,1,20,1,0.0001,1570.9483870188394,1825.6771376236625,254.72875060482306,1244.5101318359375,1291.58544921875
2,1,20,1,1e-06,1570.9483931223551,1568.653751373291,-2.2946417490641124,1244.5101318359375,1243.2093505859375
2,1,20,1,1e-08,1570.9483890533447,1572.3298515319825,1.3814624786377863,1244.5101318359375,1245.789306640625
2,1,20,2,0.0001,1637.9496801625128,1666.136570416964,28.186890254451328,1198.8111572265625,1196.1815185546875
2,1,20,2,1e-06,1637.949681489364,1634.4542982129083,-3.495383276455641,1198.8111572265625,1196.3023681640625
2,1,20,2,1e-08,1637.9496806047964,1637.7377764936807,-0.2119041111157003,1198.8111572265625,1198.6060791015625
2,1,20,3,0.0001,2386.8178540743315,1758.2122380183293,-628.6056160560022,1262.5361328125,1271.9249267578125
2,1,20,3,1e-06,2386.8178540743315,2377.440054673415,-9.377799400916501,1262.5361328125,1258.5438232421875
2,1,20,3,1e-08,2386.8178540743315,2385.7724814781777,-1.0453725961538112,1262.5361328125,1262.20751953125
2,1,20,4,0.0001,1598.40764805056,1849.0475047343486,250.6398566837886,1262.2353515625,1261.401611328125
2,1,20,4,1e-06,1598.4076492021668,1606.2601768925506,7.852527690383795,1262.2353515625,1264.13720703125
2,1,20,4,1e-08,1598.4076492021668,1596.7664358750828,-1.6412133270839604,1262.2353515625,1261.21484375
2,1,40,0,0.0001,1352.3700913649338,1307.7876659192536,-44.5824254456802,1242.30224609375,1220.6927490234375
2,1,40,0,1e-06,1352.370089017428,1353.6784779475286,1.308388930100591,1242.30224609375,1241.5631103515625
2,1,40,0,1e-08,1352.370089017428,1774.1536393599076,421.78355034247966,1242.30224609375,1242.509033203125
2,1,40,1,0.0001,1357.2658478873116,1449.3970112684297,92.13116338111809,1313.764892578125,1307.5484619140625
2,1,40,1,1e-06,1357.2658497946602,1354.9796391895838,-2.2862106050763487,1313.764892578125,1316.519287109375
2,1,40,1,1e-08,1357.2658476148333,1357.6723121915545,0.4064645767211914,1313.764892578125,1314.213623046875
2,1,40,2,0.0001,1532.2394059254573,1960.5784996880425,428.3390937625852,1316.9068603515625,1304.0640869140625
2,1,40,2,1e-06,1532.239404336,1810.9510803222656,278.7116759862656,1316.9068603515625,1314.7342529296875
2,1,40,2,1e-08,1532.2394043604534,1531.5051367833064,-0.7342675771469658,1316.9068603515625,1316.586181640625
2,1,40,3,0.0001,1382.397284074263,1589.86886291301,207.47157883874684,1277.7969970703125,1278.3931884765625
2,1,40,3,1e-06,1382.397284074263,1391.1415602944114,8.744276220148322,1277.7969970703125,1281.60888671875
2,1,40,3,1e-08,1382.397284074263,1382.6146406693892,0.21735659512614802,1277.7969970703125,1278.1224365234375
2,1,40,4,0.0001,1538.5038510958354,1417.2355408207063,-121.26831027512912,1293.9525146484375,1317.6766357421875
2,1,40,4,1e-06,1538.5038511753082,1386.846092224121,-151.65775895118713,1293.9525146484375,1297.45361328125
2,1,40,4,1e-08,1538.5038524071376,1538.7882056633632,0.28435325622558594,1293.9525146484375,1294.4698486328125
2,7,20,0,0.0001,3245.841497162242,3634.084531181737,388.2430340194951,3463.72705078125,3809.440673828125
2,7,20,0,1e-06,3245.8415028136455,3257.743758024993,11.902255211347438,3463.72705078125,3485.217529296875
2,7,20,0,1e-08,3245.841496973862,3245.7256708969303,-0.11582607693162572,3463.72705078125,3463.6337890625
2,7,20,1,0.0001,3816.274108123779,3562.218406830711,-254.05570129306807,3148.7490234375,3139.420166015625
2,7,20,1,1e-06,3816.2741050720215,4512.728885816491,696.4547807444696,3148.7490234375,3171.40478515625
2,7,20,1,1e-08,3816.2741050720215,3816.8069450378416,0.5328399658201306,3148.7490234375,3149.636962890625
2,7,20,2,0.0001,6011.140851157053,5991.167064442354,-19.97378671469869,3660.505859375,3957.4248046875
2,7,20,2,1e-06,6011.1408696855815,5897.309435163225,-113.83143452235618,3660.505859375,3595.548828125
2,7,20,2,1e-08,6011.140858786447,6012.467183794294,1.3263250078471174,3660.505859375,3660.47216796875
2,7,20,3,0.0001,6806.6182168496625,6998.918592180525,192.30037533086215,4251.74755859375,3731.0888671875
2,7,20,3,1e-06,6806.6182234480575,6848.09665164432,41.47842819626294,4251.74755859375,4270.837890625
2,7,20,3,1e-08,6806.618220973659,6807.75096171611,1.1327407424514604,4251.74755859375,4252.26904296875
2,7,20,4,0.0001,6381.936018136831,4891.5667319046825,-1490.3692862321486,4490.52685546875,4861.99267578125
2,7,20,4,1e-06,6381.9360275268555,6418.427308889536,36.49128136268064,4490.52685546875,4525.654296875
2,7,20,4,1e-08,6381.936022244967,6382.070507929875,0.13448568490821344,4490.52685546875,4493.82421875
2,7,40,0,0.0001,6253.018969022311,5656.73640625,-596.2825627723105,3857.459716796875,3504.28076171875
2,7,40,0,1e-06,6253.018967848558,6275.104426457332,22.08545860877439,3857.459716796875,3873.0537109375
2,7,40,0,1e-08,6253.018969022311,6256.105761014498,3.0867919921875,3857.459716796875,3858.167236328125
2,7,40,1,0.0001,4665.632099317468,6232.896693638393,1567.2645943209254,3508.839111328125,3719.619873046875
2,7,40,1,1e-06,4665.632101307745,4675.672964344854,10.040863037109375,3508.839111328125,3502.13623046875
2,7,40,1,1e-08,4665.63211855681,4669.8582597815475,4.226141224737148,3508.839111328125,3510.200927734375
2,7,40,2,0.0001,5522.218606638354,8666.24526977539,3144.026663137037,4503.650390625,4914.490234375
2,7,40,2,1e-06,5522.218609477199,5561.081981570222,38.86337209302292,4503.650390625,4512.47705078125
2,7,40,2,1e-08,5522.218610896621,5525.608642578125,3.390031681504297,4503.650390625,4504.30029296875
2,7,40,3,0.0001,5600.241076660156,4665.1047635407285,-935.1363131194275,4244.6826171875,4604.54248046875
2,7,40,3,1e-06,5600.241103515625,4708.85576682867,-891.3853366869544,4244.6826171875,4253.58349609375
2,7,40,3,1e-08,5600.24109375,5597.212919921875,-3.028173828124636,4244.6826171875,4244.0703125
2,7,40,4,0.0001,4717.017553441665,7940.150299072266,3223.1327456306008,4879.16162109375,5099.31494140625
2,7,40,4,1e-06,4717.017562417423,5760.531370309683,1043.51380789226,4879.16162109375,4935.306640625
2,7,40,4,1e-08,4717.017573188333,4714.587146085852,-2.4304271024811896,4879.16162109375,4875.28125
2,14,20,0,0.0001,6956.585347780039,9331.14179774693,2374.556449966891,6844.2138671875,7372.31982421875
2,14,20,0,1e-06,6956.5853439116145,6998.772677999147,42.18733408753269,6844.2138671875,6878.5830078125
2,14,20,0,1e-08,6956.585337894064,6962.064465589926,5.479127695862189,6844.2138671875,6850.01171875
2,14,20,1,0.0001,8767.806008828653,8046.370745904105,-721.4352629245477,6959.6083984375,7601.36376953125
2,14,20,1,1e-06,8767.805939545502,8800.618936074747,32.81299652924463,6959.6083984375,6986.83349609375
2,14,20,1,1e-08,8767.806005529455,6626.999563363882,-2140.8064421655736,6959.6083984375,6957.53662109375
2,14,20,2,0.0001,10360.260287116556,8036.523711453951,-2323.736575662605,7170.5380859375,6911.25146484375
2,14,20,2,1e-06,10360.260343663833,7398.981563610977,-2961.278780052856,7170.5380859375,7093.6806640625
2,14,20,2,1e-08,10360.260345458984,10363.781278722427,3.5209332634422026,7170.5380859375,7173.9287109375
2,14,20,3,0.0001,9291.902569110576,8816.008298038098,-475.89427107247866,7128.189453125,7881.32080078125
2,14,20,3,1e-06,9291.90253155048,7323.792545713228,-1968.1099858372527,7128.1904296875,7076.14990234375
2,14,20,3,1e-08,9291.902512770434,7390.324045466281,-1901.5784673041526,7128.1904296875,7129.6689453125
2,14,20,4,0.0001,7287.408153827374,9758.288007321566,2470.8798534941916,6369.3203125,7449.61669921875
2,14,20,4,1e-06,7287.408140211839,7258.901061307467,-28.507078904372065,6369.3203125,6328.6201171875
2,14,20,4,1e-08,7287.408147254357,7296.180985905574,8.772838651217171,6369.3203125,6376.314453125
2,14,40,0,0.0001,9482.060729980469,7447.854875263415,-2034.2058547170536,7460.7783203125,7381.57177734375
2,14,40,0,1e-06,9482.06071472168,7201.987435800058,-2280.0732789216217,7460.7783203125,7408.6787109375
2,14,40,0,1e-08,9482.06071472168,9471.849894205729,-10.210820515951127,7460.7783203125,7452.78173828125
2,14,40,1,0.0001,8431.44274030413,9271.668191092354,840.2254507882244,7963.42431640625,8961.50390625
2,14,40,1,1e-06,8431.442690894717,8584.735284714472,153.29259381975498,7963.42431640625,7977.31201171875
2,14,40,1,1e-08,8431.442757742745,8423.518778483072,-7.923979259672706,7963.42431640625,7958.65087890625
2,14,40,2,0.0001,5880.756317138672,7639.088681734525,1758.3323645958535,6305.33740234375,5646.87939453125
2,14,40,2,1e-06,5880.756286128874,5856.431652438256,-24.32463369061861,6305.33740234375,6316.5087890625
2,14,40,2,1e-08,5880.756297942131,5874.069192701771,-6.687105240360324,6305.33740234375,6301.6005859375
2,14,40,3,0.0001,7685.543077587026,7825.158204407819,139.61512682079228,7248.4814453125,7576.60400390625
2,14,40,3,1e-06,7685.543066784344,7731.542519628474,45.999452844130246,7248.4814453125,7302.392578125
2,14,40,3,1e-08,7685.5430662442095,7681.05710406008,-4.485962184129676,7248.4814453125,7240.62109375
2,14,40,4,0.0001,7145.971541748047,7207.599786636677,61.628244888630434,6884.86279296875,7729.5712890625
2,14,40,4,1e-06,7145.971529541016,7041.493485107422,-104.47804443359382,6884.86279296875,6780.74072265625
2,14,40,4,1e-08,7145.971514892578,7138.305115966797,-7.666398925781323,6884.86279296875,6875.64453125
2,20,20,0,0.0001,11017.01973508439,11563.190406799316,546.1706717149264,9470.3505859375,10006.2373046875
2,20,20,0,1e-06,11017.019766177771,11090.447213802698,73.42744762492657,9470.3505859375,9524.0537109375
2,20,20,0,1e-08,11017.019758116525,11029.773750737028,12.753992620502686,9470.3505859375,9477.947265625
2,20,20,1,0.0001,10760.900816345214,12367.14319643767,1606.2423800924553,11227.1005859375,10169.193359375
2,20,20,1,1e-06,10760.900813293458,10708.971941375732,-51.9288719177257,11227.1005859375,11216.6533203125
2,20,20,1,1e-08,10760.90079650879,10758.958311462402,-1.9424850463874463,11227.1005859375,11225.4453125
2,20,20,2,0.0001,10267.170839483088,10596.591845078901,329.42100559581377,10629.67578125,11137.9287109375
2,20,20,2,1e-06,10267.170846418901,10293.855751037598,26.684904618696237,10629.67578125,10637.951171875
2,20,20,2,1e-08,10267.17085682262,10275.257793773304,8.086936950683594,10629.67578125,10642.65625
2,20,20,3,0.0001,8847.779859161377,12800.853110818302,3953.073251656924,8729.140625,9712.541015625
2,20,20,3,1e-06,8847.77989730835,8801.471926498412,-46.307970809937615,8729.1416015625,8709.05078125
2,20,20,3,1e-08,8847.779875183105,8837.45472793579,-10.325147247314817,8729.1396484375,8726.599609375
2,20,20,4,0.0001,9379.921736790584,15752.58027013143,6372.658533340846,9609.1904296875,10067.40625
2,20,20,4,1e-06,9379.921750582182,9441.999973590557,62.07822300837506,9609.189453125,9685.0673828125
2,20,20,4,1e-08,9379.92172065148,9387.150642688457,7.228922036976655,9609.189453125,9615.66015625
2,20,40,0,0.0001,10126.854426333779,9045.515143946597,-1081.3392823871818,9926.33984375,9327.7060546875
2,20,40,0,1e-06,10126.854403847143,10217.693127682334,90.83872383519156,9926.33984375,9927.1162109375
2,20,40,0,1e-08,10126.854421515214,10140.073413246557,13.218991731342612,9926.33984375,9932.44921875
2,20,40,1,0.0001,9296.333345876157,19685.920084635418,10389.58673875926,8471.41796875,10066.9931640625
2,20,40,1,1e-06,9296.333285433575,9165.799971200888,-130.5333142326872,8471.41796875,8379.2880859375
2,20,40,1,1e-08,9296.333308247687,9281.91345511131,-14.419853136378151,8471.41796875,8462.7255859375
2,20,40,2,0.0001,13160.390608135023,11124.459535559829,-2035.9310725751948,12387.9677734375,10561.76953125
2,20,40,2,1e-06,13160.390624196905,13830.420064290365,670.0294400934599,12387.9677734375,12626.15625
2,20,40,2,1e-08,13160.390636243319,13146.3611217298,-14.029514513518734,12387.9677734375,12381.33984375
2,20,40,3,0.0001,10902.927491653798,16395.507381663603,5492.579890009805,10874.4951171875,14144.5576171875
2,20,40,3,1e-06,10902.92754417242,10897.205388978471,-5.72215519394922,10874.4951171875,10934.6884765625
2,20,40,3,1e-08,10902.927529978198,10900.070708518804,-2.8568214593942685,10874.4951171875,10875.5322265625
2,20,40,4,0.0001,15555.910293579102,12156.442051674003,-3399.4682419050987,9619.025390625,10679.49609375
2,20,40,4,1e-06,15555.910212198893,15856.976877848307,301.06666564941406,9619.025390625,9691.9921875
2,20,40,4,1e-08,15555.91020711263,10802.763590494791,-4753.14661661784,9619.025390625,9627.2294921875
3,1,20,0,0.0001,5313.86902717922,6574.7952331542965,1260.9262059750763,3376.57080078125,3601.530517578125
3,1,20,0,1e-06,5313.868978749151,4702.528085231781,-611.3408935173702,3376.57080078125,3383.731689453125
3,1,20,0,1e-08,5313.869045091712,5314.572485882303,0.7034407905912303,3376.57080078125,3376.46484375
3,1,20,1,0.0001,5096.344505004883,6201.418263753255,1105.0737587483718,3270.705078125,3273.342529296875
3,1,20,1,1e-06,5096.344524536133,5114.401712646484,18.05718811035149,3270.705078125,3278.880859375
3,1,20,1,1e-08,5096.344507446289,5094.698504028321,-1.6460034179681315,3270.705078125,3270.2119140625
3,1,20,2,0.0001,3628.209206590375,3646.888857054479,18.67965046410427,3329.858154296875,3319.57861328125
3,1,20,2,1e-06,3628.2092205158715,3623.2660895782765,-4.943130937595015,3329.85791015625,3330.280517578125
3,1,20,2,1e-08,3628.209200664631,3628.356464571166,0.1472639065345902,3329.85791015625,3329.8125
3,1,20,3,0.0001,4234.87258039202,5099.669645182292,864.7970647902721,3332.4658203125,3338.5263671875
3,1,20,3,1e-06,4234.872590201242,4246.705798557827,11.833208356584692,3332.4658203125,3335.152099609375
3,1,20,3,1e-08,4234.872588021414,4233.427359444754,-1.4452285766601562,3332.4658203125,3332.308837890625
3,1,20,4,0.0001,3958.4366366553854,4615.126286920511,656.6896502651257,3481.0869140625,3539.99365234375
3,1,20,4,1e-06,3958.436648303316,5026.381375826322,1067.9447275230063,3481.0869140625,3480.38671875
3,1,20,4,1e-08,3958.4366466726055,3960.7148691424886,2.278222469883076,3481.087158203125,3482.548828125
3,1,40,0,0.0001,4413.431986910052,3646.7167976133287,-766.7151892967231,3575.3837890625,3621.189208984375
3,1,40,0,1e-06,4413.431982310472,4418.067876866434,4.635894555961386,3575.3837890625,3575.101806640625
